FacilityID;NationalID;FacilityName;StreetName;BuildingNumber;PostalCode;City;CountryName;Lat;Long;CompetentAuthorityName;MainIAActivityCode;MainIASectorName;MainIAActivityName;MainIASubActivityName;MainActivityIndicator;ReportingYear;PollutantName;PollutantGroupName;TotalQuantity [kg/year];ReleaseMediumName
46242;06-11-01-1105503;Vattenfall  Wärme Berlin AG  HKW Mitte;Köpenicker Str.;60;10179;Berlin;Germany;52.51158576;13.42062692;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;974000000;Air
46241;06-11-01-1105501;Vattenfall Wärme Berlin AG HKW Klingenberg;Köpenicker Chaussee;42-45;10317;Berlin;Germany;52.49002708;13.4959737;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;944000000;Air
46897;14340;OPTERRA Zement GmbH, Werk Karsdorf;Strasse der Einheit;25;6638;Karsdorf;Germany;51.2702196;11.66033778;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;936000000;Air
44925;06-00464010412;Mainova, HKW West;Gutleutstr.;231;60327;Frankfurt am Main, St.;Germany;50.09855349;8.653231748;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;930000000;Air
45898;06-09-376-0042-0003;HeidelbergCement AG, Zementwerk Burglengenfeld;Schmidmühlener Str.;30;93133;Burglengenfeld;Germany;49.21283244;12.02825695;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;920000000;Air
43820;06-05-100-0209707;thyssenkrupp Steel Europe AG Werk Beeckerwerth;Kaiser - Wilhelm - Straße;100;47166;Duisburg;Germany;51.48551604;6.709122551;Umweltbundesamt;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;889000000;Air
43123;01-10-61020199408;YARA Brunsbüttel GmbH;Holstendamm;2;25572;Büttel;Germany;53.91064434;9.207870944;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;889000000;Air
43968;06-05-100-9021016;CURRENTA GmbH & Co. OHG;Rheinuferstraße;07. Sep;47829;Krefeld;Germany;51.36819042;6.662384532;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;888000000;Air
46932;15985;RKB Raffinerie-Kraftwerks Betriebs GmbH;Bau 3691, Werkteil II;-;6237;Leuna;Germany;51.29713407;12.00006279;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;886000000;Air
2517;06-08-4664299;HeidelbergCement AG;Zementwerk;01. Jan;89601;Schelklingen;Germany;48.36860312;9.7346784;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;876000000;Air
45788;06-09-187-0018-0001;Zementwerk Rohrdorf;Sinning;1;83101;Rohrdorf;Germany;47.79081962;12.18159007;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;806000000;Air
43934;06-05-100-0989137;Solvay Chemicals GmbH;Xantener Straße;237;47495;Rheinberg;Germany;51.56466468;6.577889099;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;805000000;Air
46837;12118;Schwenk Zement KG Bernburg;Altenburger Chaussee 3;-;6406;Bernburg (Saale);Germany;51.81637521;11.7496466;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;794000000;Air
44198;06-05-300-9046797;CURRENTA GmbH & Co. OHG;Chempark;Geb. E1;51368;Leverkusen;Germany;51.02220868;6.9859009;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;793000000;Air
46984;18039;MIBRAG Deuben;Industriestraße;1;6682;Teuchern;Germany;51.11206715;12.07677915;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;789000000;Air
2467;06-08-2719398;MIRO-Mineralölraffinerie Oberrhein GmbH & Co.KG;ESSO-Str.;1;76187;Karlsruhe;Germany;49.05683833;8.346391622;Umweltbundesamt;1.(a);Energy sector;Mineral oil and gas refineries;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;788000000;Air
45724;06-09-171-0009-0B01;Wacker Chemie AG, Werk Burghausen;Johannes-Hess-Str.;24;84489;Burghausen;Germany;48.1809249;12.84746595;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;786000000;Air
44668;06-05-900-0174739;Rheinkalk GmbH Werk Hönnetal;Kalköfenstr.;18 - 20;58710;Menden;Germany;51.39770237;7.841677494;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;783000000;Air
43203;06-02-B20507H002;Holborn Europa Raffinerie GmbH;Moorburger Straße;16;21079;Hamburg;Germany;53.47708586;9.951581894;Umweltbundesamt;1.(a);Energy sector;Mineral oil and gas refineries;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;765000000;Air
44522;06-05-900-0009824;HeidelbergCement AG Zementwerk Geseke (Milke);Bürener Straße;46;59590;Geseke;Germany;51.6188373;8.51065893;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;744000000;Air
44689;06-05-900-0255642;Spenner GmbH & Co. KG;Bahnhofstraße;20;59597;Erwitte;Germany;51.60112073;8.33612643;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;744000000;Air
74673;14-70-52316709002;DREWAG Gasturbinen-Heizkraftwerk Nossener Brücke;Oederaner Straße;21 - 25;1159;Dresden;Germany;51.04178951;13.70818629;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;742000000;Air
3131;06-10-0050559;AG der Dillinger Hüttenwerke;Werkstraße;01. Jun;66763;Dillingen/Saar;Germany;49.35717217;6.754136982;Umweltbundesamt;2.(c);Productiona and processing of metals;Installations for the processing of ferrous metals;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;719000000;Air
43717;06-04-11/2001178/8/0;swb Erzeugung AG & Co. KG / Heizkraftwerk Hastedt;Hastedter Osterdeich;255;28207;Bremen;Germany;53.05927543;8.873019964;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;717000000;Air
2516;06-08-4650956;Schwenk Zement KG;Fabrikstraße;62;89604;Allmendingen;Germany;48.33198628;9.730468748;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;712000000;Air
43884;06-05-100-0431192;GMVA Gemeinschafts-Müllverbrennungsanlage Niederrhein GmbH;Buschhausener Str.;156;46049;Oberhausen;Germany;51.48445156;6.833353809;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;710000000;Air
46050;06-09-677-0012-0001;SCHWENK Zement KG, Werk Karlstadt;Laudenbacher Weg;5;97753;Karlstadt;Germany;49.95500488;9.768510452;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;704000000;Air
46049;06-09-677-0011-0001;HeidelbergCement AG Zementwerk Lengfurt;Homburger Straße;41;97855;Triefenstein;Germany;49.808461;9.617891279;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;684000000;Air
45170;07-05-8161247;Dyckerhoff GmbH;Dyckerhoff Straße;1;67307;Göllheim;Germany;49.60202602;8.037012494;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;683000000;Air
43815;06-05-100-0204710;RWE Generation SE MHKW Karnap;Arenbergstr.;45;45329;Essen;Germany;51.51543051;7.000263248;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;678000000;Air
71068;06-05-500-0414594;AGR mbH;Im Emscherbruch;11;45699;Herten;Germany;51.55651615;7.163425563;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;675000000;Air
56969;06-09-186-0202-0001;BAYERNOIL Betriebsteil Vohburg;Irschinger Weg;1;85088;Vohburg a.d.Donau;Germany;48.76579569;11.59885571;Umweltbundesamt;1.(a);Energy sector;Mineral oil and gas refineries;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;659000000;Air
46157;06-09-779-0005-0030;Märker Zement GmbH;Oskar-Märker-Straße;24;86655;Harburg (Schwaben);Germany;48.77673247;10.70031679;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;639000000;Air
45132;07-04-6021280;Kraftwerke Mainz-Wiesbaden AG;Kraftwerkallee;1;55120;Mainz;Germany;50.02689919;8.237491196;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;634000000;Air
2579;06-08-9169156;MVV Umwelt Asset GmbH - MHKW Mannheim;Otto-Hahn-Str.;1;68169;Mannheim;Germany;49.52138192;8.452455526;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;633000000;Air
45738;06-09-176-0003-0139;Gunvor Raffinerie Ingolstadt GmbH;Essostraße;1;85092;Kösching;Germany;48.79199234;11.47731516;Umweltbundesamt;1.(a);Energy sector;Mineral oil and gas refineries;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;632000000;Air
43428;03-06-06221720040;Holcim (Deutschland) GmbH Werk Höver;Hannoversche Straße;28;31319;Sehnde;Germany;52.3498313;9.885933871;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;632000000;Air
44243;06-05-500-0053376;Holcim WestZement GmbH Werk: Kollenbach;Am Kollenbach;27;59269;Beckum;Germany;51.76517373;8.054028788;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;631000000;Air
2456;06-08-1926772;Schwenk Zement KG;Hainenbachstr.;30;89522;Heidenheim a.d. Brenz;Germany;48.65368683;10.16246767;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;623000000;Air
73896;03-03-03030273580;Dow Deutschland Anlagenges. mbH Werk Stade;Bützflether Sand;9;21683;Stade;Germany;53.64035795;9.50412189;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;620000000;Air
157965;06-70007410412;Thermal Conversion Compound Industriepark Höchst GmbH;Industriepark Höchst;Geb. C770;65926;Frankfurt am Main, St.;Germany;50.08841603;8.536830837;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;593000000;Air
73960;06-04-11/2005384/0/0;ArcelorMittal Bremen GmbH / BREMA Walzwerk GmbH;Carl-Benz-Straße;30;28237;Bremen;Germany;53.12493943;8.686728464;Umweltbundesamt;2.(c);Productiona and processing of metals;Installations for the processing of ferrous metals;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;574000000;Air
45852;06-09-300-0109-0001;Müllkraftwerk Schwandorf;Alustr.;7;92421;Schwandorf;Germany;49.31003496;12.0878943;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;566000000;Air
44531;06-05-900-0014855;Portlandzementwerk -Wittekind- Hugo Miebach Söhne KG;Hüchtchenweg;1;59597;Erwitte;Germany;51.59468474;8.33490652;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;566000000;Air
44244;06-05-500-0055819;HeidelbergCement AG Zementwerk Ennigerloh;Zur Anneliese;9;59320;Ennigerloh;Germany;51.85826096;8.030571862;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;555000000;Air
45782;06-09-186-0211-0001;Basell Polyolefine GmbH;Berghauser Weg;50;85126;Münchsmünster;Germany;48.75855173;11.70862643;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;544000000;Air
2484;06-08-3265552;Opterra Wössingen GmbH;Wössinger Str.;2;75045;Walzbachtal;Germany;49.01705219;8.614442378;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;539000000;Air
44130;06-05-300-0923949;RheinEnergie AG (Heizkraftwerk Merkenich);Merkenicher Hauptstr.;2;50769;Köln;Germany;51.01677251;6.963366194;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;537000000;Air
43872;06-05-100-0388700;DK Recycling und Roheisen GmbH;Werthauser Str.;182;47053;Duisburg;Germany;51.42228298;6.741991278;Umweltbundesamt;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;535000000;Air
2483;06-08-3192067;HeidelbergCement AG Zementwerk Leimen;Rohrbacher Str.;95;69181;Leimen;Germany;49.35767939;8.685832398;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;532000000;Air
3123;06-10-00100999;Kraftwerk Bexbach;Grubenstraße;-;66450;Bexbach;Germany;49.36490434;7.235492878;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;517000000;Air
46023;06-09-671-0140-0001;Sappi Stockstadt GmbH;Obernburger Str.;01. Sep;63811;Stockstadt a.Main;Germany;49.9777578;9.069009637;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;516000000;Air
43819;06-05-100-0209697;thyssenkrupp Steel Europe AG Werk Bruckhausen;Kaiser - Wilhelm - Straße;100;47166;Duisburg;Germany;51.49251243;6.740610657;Umweltbundesamt;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;516000000;Air
46248;06-11-01-1105604;Vattenfall  Wärme Berlin AG  HKW Moabit;Friedrich-Krause-Ufer;Okt 15;13353;Berlin;Germany;52.53740777;13.34494183;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;509000000;Air
2554;06-08-7897669;Holcim (Süddeutschland) GmbH;Dormettinger Straße;25;72359;Dotternhausen;Germany;48.22704121;8.779096108;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;505000000;Air
43759;06-05-100-0031758;Stadtwerke Duisburg AG Heizkraftwerk I;Charlottenstraße;48;47053;Duisburg;Germany;51.42907981;6.750762906;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;496000000;Air
44683;06-05-900-0235121;Egger Holzwerkstoffe Brilon GmbH & Co. KG;Im Kissen;19;59929;Brilon;Germany;51.40669383;8.598069193;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;489000000;Air
69944;06-02-B74518A001;Müllverwertung Borsigstraße GmbH, (MVB);Borsigstraße;6;22113;Hamburg;Germany;53.53143037;10.07399703;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;488000000;Air
43257;03-01-01000259750;EEW Energy from Waste Helmstedt GmbH;Am Kraftwerk;2;38372;Büddenstedt;Germany;52.17005009;10.97775118;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;486000000;Air
2436;06-08-1195689;Heizkraftwerk Stuttgart-Münster (mit MVA);Voltastr.;45;70376;Stuttgart;Germany;48.81536144;9.21974465;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;481000000;Air
43262;03-01-01010157480;Braunschweiger Versorgungs AG, Heizkraftwerk Mitte;Reiherstr.;3;38114;Braunschweig;Germany;52.27796899;10.51470482;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;468000000;Air
43878;06-05-100-0407176;Stadtwerke Düsseldorf AG;Flinger Broich;25;40235;Düsseldorf;Germany;51.22567324;6.823001879;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;465000000;Air
46982;18037;ROMONTA  Amsdorf;Chausseestraße;1;6137;Amsdorf;Germany;51.4616143;11.71790667;Umweltbundesamt;1.(a);Energy sector;Mineral oil and gas refineries;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;463000000;Air
46246;06-11-01-1105602;Vattenfall  Wärme Berlin AG HKW Reuter;Otternbuchtstr.;11;13599;Berlin;Germany;52.53095015;13.24556447;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;451000000;Air
46236;06-11-01-1102201;BSR / MHKW;Freiheit;24 - 25;13597;Berlin;Germany;52.52903825;13.23791549;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;448000000;Air
46988;18044;FELS-WERKE Kalkwerk Kaltes Tal;Kaltes Tal;1:00 AM;38875;Oberharz am Brocken;Germany;51.7706054;10.83402041;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;448000000;Air
43722;06-04-11/2013754/1/0;swb Entsorgung GmbH & Co. KG / MHKW Bremen;Oken;2;28219;Bremen;Germany;53.11461263;8.817039523;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;446000000;Air
45951;06-09-500-0354-0002;Heizkraftwerk Sandreuth;Sandreuthstraße;21;90441;Nürnberg;Germany;49.43875065;11.06077578;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;445000000;Air
2465;06-08-2719142;Stora Enso Maxau GmbH;Mitscherlichstr.;24;76187;Karlsruhe;Germany;49.04257677;8.313258649;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;443000000;Air
43833;06-05-100-0229264;Stadtwerke Duisburg AG Heizkraftwerk III;Wanheimer Str.;445;47249;Duisburg;Germany;51.39050934;6.748070024;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;440000000;Air
43455;03-07-07070168330;Enertec Hameln GmbH;Heinrich-Schoormann-Weg;1;31789;Hameln;Germany;52.09886943;9.388399411;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;434000000;Air
74111;06-05-900-9140178;Trianel Gaskraftwerk Hamm GmbH & Co. KG;Trianelstr.;1;59071;Hamm;Germany;51.67329026;7.928664191;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;434000000;Air
43917;06-05-100-0888309;Venator Germany GmbH;Dr.-Rudolf-Sachtleben-Str.;4;47198;Duisburg;Germany;51.43952849;6.705222974;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;431000000;Air
3125;06-10-00101003;Kraftwerk Weiher;Holzer Straße;-;66287;Quierschied;Germany;49.33559241;7.030908526;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;428000000;Air
46378;12-50724000156;Pfleiderer Baruth GmbH;An der Birkenpfuhlheide;3;15837;Baruth/Mark;Germany;52.07929846;13.50822933;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;428000000;Air
46949;16591;SOLVAY Chemicals GmbH;Köthensche Str.;01. Mrz;6406;Bernburg (Saale);Germany;51.80109989;11.75058789;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;426000000;Air
44853;06-00004010412;MHKW/HKW Nordweststadt;Heddernheimer Landstrasse;157;60439;Frankfurt am Main, St.;Germany;50.16154591;8.635373723;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;425000000;Air
104967;01-50-04000082392;SWN Stadtwerke Neumünster GmbH;Bismarckstr.;51;24534;Neumünster;Germany;54.08296008;9.991024976;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;425000000;Air
74281;06-09-373-0007-0001;Pfleiderer Neumarkt GmbH Spanplattenwerk 2 und 3;Dreichlinger Straße;76;92318;Neumarkt i.d.OPf.;Germany;49.26170903;11.45134133;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;423000000;Air
74374;12-40669070000;BASF Schwarzheide GmbH;Schipkauer Straße;1;1987;Schwarzheide;Germany;51.48033907;13.88697885;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;417000000;Air
46956;16874;CropEnergies Bioethanol GmbH;Albrechtstraße;54;6712;Zeitz;Germany;51.05385291;12.11638899;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;416000000;Air
74855;14636;Linde Gas Produktionsgesellschaft mbH & Co. KG;Spergauer Straße;1a;6237;Leuna;Germany;51.32259985;12.0020986;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;414000000;Air
57513;12-20730660000;LEIPA Georg Leinfelder Werk Schwedt Süd;Kuhheide;34;16303;Schwedt/Oder;Germany;53.07909943;14.31976578;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;413000000;Air
44529;06-05-900-0014514;Portland-Zementwerke Gebr. Seibel GmbH & Co. KG;Bahnhofstraße;40;59597;Erwitte;Germany;51.59721014;8.334681945;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;411000000;Air
43794;06-05-100-0113340;AWG Abfallwirtschaftsgesellschaft mbH Wuppertal;Korzert;15;42349;Wuppertal;Germany;51.22530548;7.142813468;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;407000000;Air
46914;15282;MVV Umwelt Asset GmbH;An der B 91;Tor 12;6237;Leuna;Germany;51.32993899;11.9958015;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;406000000;Air
43348;03-03-03267770260;Aluminium Oxid Stade GmbH;Johann-Rathje-Köser-Str.;-;21683;Stade;Germany;53.64429386;9.497936443;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;- Non-metals, metal oxides or other inorganic compounds;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;404000000;Air
